time,open,high,low,close,volume,spread,real_volume
2019-10-11 00:00:00,8582.61,8593.05,8501.85,8575.59,13661,4850,0
2019-10-11 04:00:00,8575.37,8799.79,8359.36,8389.23,14613,1011,0
2019-10-11 08:00:00,8387.01,8391.29,8284.98,8304.75,13917,1692,0
2019-10-11 12:00:00,8305.59,8357.0,8279.26,8346.26,13914,1637,0
2019-10-11 16:00:00,8345.86,8365.63,8278.35,8344.59,13832,1813,0
2019-10-11 20:00:00,8344.63,8361.89,8227.89,8260.84,13761,592,0
2019-10-12 00:00:00,8261.41,8332.37,8252.4,8310.71,13731,580,0
2019-10-12 04:00:00,8310.72,8360.22,8306.54,8340.29,13532,578,0
2019-10-12 08:00:00,8340.52,8368.28,8293.4,8319.44,13642,601,0
2019-10-12 12:00:00,8319.64,8418.87,8309.35,8378.38,13603,605,0
2019-10-12 16:00:00,8378.16,8399.48,8283.25,8311.74,13678,715,0
2019-10-12 20:00:00,8311.56,8345.51,8292.2,8298.56,13605,647,0
2019-10-13 00:00:00,8297.23,8361.8,8282.67,8335.26,13642,620,0
2019-10-13 04:00:00,8335.48,8354.62,8299.09,8322.97,13555,627,0
2019-10-13 08:00:00,8322.89,8388.98,8317.16,8360.76,13227,582,0
2019-10-13 12:00:00,8360.26,8455.73,8355.91,8417.88,13690,768,0
2019-10-13 16:00:00,8417.19,8466.74,8416.62,8445.32,13551,915,0
2019-10-13 20:00:00,8445.22,8445.58,8145.09,8273.65,14095,774,0
2019-10-14 00:00:00,8274.68,8310.68,8245.13,8285.78,13675,831,0
2019-10-14 04:00:00,8285.99,8332.31,8269.75,8294.46,13369,648,0
2019-10-14 08:00:00,8294.77,8315.15,8274.78,8282.19,13671,909,0
2019-10-14 12:00:00,8282.27,8286.34,8239.97,8253.16,13634,752,0
2019-10-14 16:00:00,8253.47,8400.88,8210.61,8332.25,13833,866,0
2019-10-14 20:00:00,8332.21,8351.26,8257.18,8351.2,13647,617,0
2019-10-15 00:00:00,8351.24,8413.57,8309.57,8312.29,13657,733,0
2019-10-15 04:00:00,8312.24,8330.43,8273.0,8279.84,13381,3031,0
2019-10-15 08:00:00,8280.52,8317.87,8259.31,8287.09,13590,602,0
2019-10-15 12:00:00,8287.64,8368.22,8235.29,8318.51,13725,609,0
2019-10-15 16:00:00,8318.07,8318.26,8088.76,8172.52,13771,612,0
2019-10-15 20:00:00,8172.62,8173.35,8123.14,8160.44,13442,589,0
2019-10-16 00:00:00,8159.95,8175.05,8140.24,8161.21,13315,557,0
2019-10-16 04:00:00,8161.46,8170.87,8122.31,8133.25,13470,582,0
2019-10-16 08:00:00,8132.9,8158.95,8011.39,8054.76,13711,803,0
2019-10-16 12:00:00,8054.84,8055.23,7937.0,7952.53,13950,732,0
2019-10-16 16:00:00,7952.68,8023.64,7917.89,7953.47,13764,1201,0
2019-10-16 20:00:00,7953.17,8019.3,7953.17,7994.13,13337,1588,0
2019-10-17 00:00:00,7994.61,7997.01,7954.84,7967.28,13583,1579,0
2019-10-17 04:00:00,7966.67,7993.51,7934.04,7970.08,13546,1608,0
2019-10-17 08:00:00,7969.64,8109.9,7969.64,8069.33,13781,737,0
2019-10-17 12:00:00,8069.35,8091.1,8014.77,8073.02,13597,723,0
2019-10-17 16:00:00,8073.24,8125.52,8046.11,8055.49,13664,647,0
2019-10-17 20:00:00,8055.59,8081.72,8038.55,8074.02,13571,652,0
2019-10-18 00:00:00,8074.0,8118.81,8049.65,8068.57,13580,672,0
2019-10-18 04:00:00,8068.66,8080.66,7866.46,7915.65,13799,710,0
2019-10-18 08:00:00,7915.52,7937.21,7822.19,7929.23,13837,747,0
2019-10-18 12:00:00,7929.28,7978.37,7896.79,7926.08,13725,608,0
2019-10-18 16:00:00,7925.5,7993.08,7912.6,7953.57,13783,606,0
2019-10-18 20:00:00,7953.32,7987.5,7919.31,7952.44,13744,629,0
2019-10-19 00:00:00,7952.05,7964.3,7906.08,7955.71,13729,627,0
2019-10-19 04:00:00,7955.65,7966.87,7919.01,7950.32,13711,651,0
2019-10-19 08:00:00,7950.22,8002.46,7932.58,7953.58,13703,614,0
2019-10-19 12:00:00,7954.0,8091.37,7877.82,8001.91,13831,661,0
2019-10-19 16:00:00,8001.61,8009.08,7963.1,7981.11,13651,1489,0
2019-10-19 20:00:00,7981.37,7985.64,7908.96,7965.64,13699,1594,0
2019-10-20 00:00:00,7965.56,7967.34,7877.33,7919.44,13738,2412,0
2019-10-20 04:00:00,7919.38,7951.4,7910.25,7915.96,13479,2698,0
2019-10-20 08:00:00,7916.58,7993.19,7887.94,7945.4,13536,1245,0
2019-10-20 12:00:00,7945.17,8042.21,7942.57,8030.27,13801,1614,0
2019-10-20 16:00:00,8031.02,8248.55,8021.89,8243.23,13913,1452,0
2019-10-20 20:00:00,8244.27,8303.46,8184.22,8236.38,13696,3197,0
2019-10-21 00:00:00,8236.7,8267.28,8201.68,8233.21,13686,2670,0
2019-10-21 04:00:00,8233.42,8261.6,8213.63,8224.85,13533,2363,0
2019-10-21 08:00:00,8224.47,8285.53,8192.52,8233.64,13640,2088,0
2019-10-21 12:00:00,8233.59,8340.67,8171.33,8195.3,13784,724,0
2019-10-21 16:00:00,8195.45,8202.41,8156.27,8200.53,13585,607,0
2019-10-21 20:00:00,8200.39,8236.76,8186.25,8209.22,13402,606,0
2019-10-22 00:00:00,8208.1,8215.57,8171.27,8210.44,13664,643,0
2019-10-22 04:00:00,8210.51,8235.47,8190.07,8218.94,13510,681,0
2019-10-22 08:00:00,8219.03,8291.77,8218.15,8284.66,13628,663,0
2019-10-22 12:00:00,8284.9,8308.74,8168.61,8217.1,13779,666,0
2019-10-22 16:00:00,8216.61,8226.24,8160.76,8170.62,13650,708,0
2019-10-22 20:00:00,8170.18,8170.32,8002.78,8025.56,13883,698,0
2019-10-23 00:00:00,8024.31,8053.25,7937.48,7956.68,13754,854,0
2019-10-23 04:00:00,7957.01,7981.32,7922.25,7959.1,13671,791,0
2019-10-23 08:00:00,7959.19,8014.05,7949.25,7966.25,13444,647,0
2019-10-23 12:00:00,7966.2,7966.97,7413.65,7426.39,14648,464,0
2019-10-23 16:00:00,7425.53,7529.07,7290.44,7484.07,14020,1086,0
2019-10-23 20:00:00,7484.22,7494.86,7395.61,7471.37,13881,999,0
2019-10-24 00:00:00,7471.41,7495.76,7402.73,7416.83,13807,1018,0
2019-10-24 04:00:00,7417.11,7445.82,7350.0,7428.73,13777,1417,0
2019-10-24 08:00:00,7428.83,7487.19,7397.4,7434.17,13728,867,0
2019-10-24 12:00:00,7433.96,7507.17,7422.67,7448.77,13786,776,0
2019-10-24 16:00:00,7448.18,7483.03,7429.02,7478.04,13667,755,0
2019-10-24 20:00:00,7476.36,7482.94,7424.12,7425.56,13494,859,0
2019-10-25 00:00:00,7425.8,7460.52,7423.52,7448.94,13479,972,0
2019-10-25 04:00:00,7447.63,7477.18,7388.63,7472.84,13579,831,0
2019-10-25 08:00:00,7473.38,7651.32,7454.03,7584.96,13813,801,0
2019-10-25 12:00:00,7588.01,8540.69,7588.01,8293.92,14452,763,0
2019-10-25 16:00:00,8296.21,8759.34,8296.21,8632.87,15319,1181,0
2019-10-25 20:00:00,8632.8,8706.46,8558.01,8662.17,14162,1273,0
2019-10-26 00:00:00,8661.86,10409.22,8639.0,9596.0,18084,1216,0
2019-10-26 04:00:00,9597.17,9786.4,9328.84,9493.79,14546,2256,0
2019-10-26 08:00:00,9494.0,9498.8,9020.89,9223.28,14940,1513,0
2019-10-26 12:00:00,9223.99,9435.7,9064.36,9198.07,14914,5546,0
2019-10-26 16:00:00,9201.25,9249.65,8910.85,9011.41,14919,5409,0
2019-10-26 20:00:00,9010.48,9294.59,9007.4,9246.44,14127,5386,0
2019-10-27 00:00:00,9246.57,9387.78,9119.04,9151.69,13970,2996,0
2019-10-27 04:00:00,9151.37,9231.22,9094.72,9174.73,13720,5285,0
2019-10-27 08:00:00,9174.23,9201.39,9171.3,9192.15,1151,5368,0
2019-10-27 12:00:00,9489.95,9633.16,9453.92,9540.94,5529,1009,0
2019-10-27 16:00:00,9542.23,9803.39,9393.83,9729.08,14746,827,0
2019-10-27 20:00:00,9720.08,9761.6,9450.99,9546.44,14381,874,0
2019-10-28 00:00:00,9548.66,9921.99,9545.85,9641.49,14738,856,0
2019-10-28 04:00:00,9642.27,9691.19,9351.47,9449.39,14337,955,0
2019-10-28 08:00:00,9448.75,9477.65,9287.75,9417.34,13994,3108,0
2019-10-28 12:00:00,9416.73,9436.69,9261.59,9395.32,14081,5477,0
2019-10-28 16:00:00,9394.91,9499.58,9338.94,9416.25,14126,3438,0
2019-10-28 20:00:00,9414.28,9506.82,9169.38,9212.54,14134,2455,0
2019-10-29 00:00:00,9211.58,9309.35,9195.65,9291.64,13873,1839,0
2019-10-29 04:00:00,9291.55,9554.15,9290.22,9453.09,14238,2193,0
2019-10-29 08:00:00,9453.07,9498.72,9355.09,9442.27,13981,5454,0
2019-10-29 12:00:00,9442.51,9477.3,9273.89,9354.67,14039,5435,0
2019-10-29 16:00:00,9354.81,9407.95,9073.47,9229.43,14129,1048,0
2019-10-29 20:00:00,9229.83,9503.26,9220.67,9428.78,14130,5441,0
2019-10-30 00:00:00,9428.96,9430.35,9258.99,9285.75,14105,5465,0
2019-10-30 04:00:00,9285.94,9339.7,9156.17,9167.18,14025,5320,0
2019-10-30 08:00:00,9166.63,9248.97,9017.26,9098.6,14115,852,0
2019-10-30 12:00:00,9097.02,9171.34,8994.81,9098.43,14043,822,0
2019-10-30 16:00:00,9093.23,9209.09,9010.14,9209.09,13954,1905,0
2019-10-30 20:00:00,9208.85,9230.13,9139.9,9159.45,13733,5274,0
2019-10-31 00:00:00,9156.5,9206.92,9055.07,9093.29,13842,3377,0
2019-10-31 04:00:00,9093.48,9216.36,9079.67,9100.38,13869,1010,0
2019-10-31 08:00:00,9100.26,9158.24,8959.86,9121.3,13952,870,0
2019-10-31 12:00:00,9121.23,9425.46,9120.63,9233.27,14111,2606,0
2019-10-31 16:00:00,9232.47,9280.92,9209.29,9232.21,13757,3445,0
2019-10-31 20:00:00,9232.22,9252.89,9039.66,9145.04,14121,408,0
2019-11-01 00:00:00,9145.29,9146.57,9055.51,9076.33,13836,1141,0
2019-11-01 04:00:00,9076.0,9149.01,9050.64,9116.87,13766,2110,0
2019-11-01 08:00:00,9116.75,9297.2,9099.66,9179.52,14029,1199,0
2019-11-01 12:00:00,9179.04,9259.98,9081.53,9091.54,14094,658,0
2019-11-01 16:00:00,9091.98,9216.95,9073.46,9180.23,13880,733,0
2019-11-01 20:00:00,9180.4,9294.91,9180.4,9253.29,13952,760,0
2019-11-02 00:00:00,9252.2,9292.13,9229.62,9263.77,13885,1006,0
2019-11-02 04:00:00,9263.55,9266.4,9205.41,9237.36,13645,740,0
2019-11-02 08:00:00,9237.95,9274.05,9216.35,9265.09,13550,1051,0
2019-11-02 12:00:00,9266.59,9387.95,9227.68,9333.89,13893,808,0
2019-11-02 16:00:00,9334.16,9353.46,9274.0,9324.38,13697,937,0
2019-11-02 20:00:00,9324.11,9327.33,9281.7,9298.13,13492,1281,0
2019-11-03 00:00:00,9298.24,9376.04,9295.6,9337.78,13720,946,0
2019-11-03 04:00:00,9338.32,9339.88,9248.24,9260.41,13667,993,0
2019-11-03 08:00:00,9257.93,9261.03,9122.08,9169.68,13778,2263,0
2019-11-03 12:00:00,9168.94,9197.57,9106.45,9184.11,13651,3424,0
2019-11-03 16:00:00,9183.69,9186.62,9114.97,9139.51,13609,4133,0
2019-11-03 20:00:00,9139.82,9237.12,9060.02,9201.2,13760,2515,0
2019-11-04 00:00:00,9201.07,9213.31,9136.68,9153.78,13659,2487,0
2019-11-04 04:00:00,9153.53,9199.64,9120.42,9178.09,13577,3685,0
2019-11-04 08:00:00,9178.15,9280.37,9146.22,9270.66,13574,3671,0
2019-11-04 12:00:00,9271.11,9340.36,9232.82,9296.9,13777,1555,0
2019-11-04 16:00:00,9298.24,9335.16,9256.56,9273.85,13729,1218,0
2019-11-04 20:00:00,9273.51,9571.66,9273.02,9413.62,14036,1429,0
2019-11-05 00:00:00,9413.8,9477.06,9367.99,9424.62,13733,5428,0
2019-11-05 04:00:00,9424.36,9425.63,9168.85,9220.3,13893,5393,0
2019-11-05 08:00:00,9220.33,9323.68,9192.95,9285.43,13739,5312,0
2019-11-05 12:00:00,9285.63,9391.01,9217.77,9374.86,13868,5366,0
2019-11-05 16:00:00,9374.67,9414.47,9262.46,9398.32,13931,5425,0
2019-11-05 20:00:00,9398.17,9425.86,9293.55,9312.51,13821,5358,0
2019-11-06 00:00:00,9312.89,9330.05,9275.88,9311.01,13696,5283,0
2019-11-06 04:00:00,9310.96,9444.22,9307.14,9390.41,13861,5313,0
2019-11-06 08:00:00,9390.29,9413.13,9334.19,9379.93,13786,5382,0
2019-11-06 12:00:00,9380.17,9398.91,9307.05,9338.55,13793,5381,0
2019-11-06 16:00:00,9338.16,9340.03,9247.04,9291.59,13664,5324,0
2019-11-06 20:00:00,9291.58,9362.0,9269.1,9338.83,13591,5320,0
2019-11-07 00:00:00,9338.71,9370.33,9267.34,9288.71,13828,5299,0
2019-11-07 04:00:00,9289.31,9306.59,9204.2,9242.39,13833,5327,0
2019-11-07 08:00:00,9242.93,9255.87,9126.31,9183.04,13769,5336,0
2019-11-07 12:00:00,9183.03,9230.45,9125.33,9176.14,13727,5302,0
2019-11-07 16:00:00,9177.09,9220.93,9160.71,9193.59,13710,5284,0
2019-11-07 20:00:00,9192.62,9247.83,9067.95,9197.51,13776,5313,0
2019-11-08 00:00:00,9197.91,9245.47,9158.94,9227.3,13753,5280,0
2019-11-08 04:00:00,9227.38,9247.72,9089.67,9120.35,13857,5308,0
2019-11-08 08:00:00,9118.26,9133.15,8932.52,9004.9,14148,5003,0
2019-11-08 12:00:00,9004.83,9015.0,8661.57,8793.16,14244,4204,0
2019-11-08 16:00:00,8794.33,8836.08,8688.79,8787.07,13887,4072,0
2019-11-08 20:00:00,8787.33,8878.44,8755.52,8762.37,13652,4327,0
2019-11-09 00:00:00,8762.95,8828.04,8718.87,8820.91,13780,4487,0
2019-11-09 04:00:00,8821.12,8870.74,8795.57,8807.83,13704,3841,0
2019-11-09 08:00:00,8807.43,8851.23,8796.22,8808.53,13706,1946,0
2019-11-09 12:00:00,8808.63,8869.76,8759.47,8790.6,13790,2842,0
2019-11-09 16:00:00,8790.78,8815.96,8717.34,8754.18,13712,648,0
2019-11-09 20:00:00,8754.09,8828.35,8751.66,8803.17,13683,667,0
2019-11-10 00:00:00,8803.22,8804.1,8741.76,8764.78,13752,745,0
2019-11-10 04:00:00,8764.55,8885.59,8764.55,8839.13,13796,1145,0
2019-11-10 08:00:00,8838.84,8861.6,8803.51,8824.62,13598,1085,0
2019-11-10 12:00:00,8824.88,8853.54,8779.9,8798.51,13604,1275,0
2019-11-10 16:00:00,8798.41,9126.41,8781.91,9047.99,14080,3267,0
2019-11-10 20:00:00,9050.16,9102.43,9019.96,9035.87,13769,5150,0
2019-11-11 00:00:00,9035.88,9073.09,9004.19,9013.65,13657,5233,0
2019-11-11 04:00:00,9012.54,9026.06,8706.69,8793.34,13978,5113,0
2019-11-11 08:00:00,8792.12,8794.58,8594.05,8720.74,13874,4243,0
2019-11-11 12:00:00,8720.77,8732.93,8674.41,8697.13,13634,5011,0
2019-11-11 16:00:00,8697.77,8780.53,8680.66,8745.5,13747,5030,0
2019-11-11 20:00:00,8745.3,8746.07,8684.13,8712.47,13527,5007,0
2019-11-12 00:00:00,8712.53,8755.63,8689.99,8723.84,13793,5077,0
2019-11-12 04:00:00,8722.85,8773.91,8706.73,8754.55,13682,4605,0
2019-11-12 08:00:00,8754.6,8756.05,8691.61,8723.32,13495,3878,0
2019-11-12 12:00:00,8723.45,8861.33,8557.85,8675.31,14151,3835,0
2019-11-12 16:00:00,8676.11,8772.91,8662.64,8759.5,13737,3804,0
2019-11-12 20:00:00,8759.6,8811.72,8738.41,8807.48,13741,3400,0
2019-11-13 00:00:00,8807.72,8829.38,8717.17,8722.42,12762,4303,0
2019-11-13 04:00:00,8722.43,8749.81,8696.62,8720.51,12795,4987,0
2019-11-13 08:00:00,8720.51,8800.58,8713.93,8751.79,13585,5022,0
2019-11-13 12:00:00,8751.61,8782.05,8697.01,8728.37,13542,4983,0
2019-11-13 16:00:00,8728.44,8767.41,8714.81,8761.08,13539,4945,0
2019-11-13 20:00:00,8760.74,8780.79,8733.88,8760.15,13307,5020,0
2019-11-14 00:00:00,8760.29,8783.6,8719.29,8747.3,13507,5066,0
2019-11-14 04:00:00,8747.31,8753.64,8618.93,8634.62,13709,5046,0
2019-11-14 08:00:00,8633.73,8635.31,8552.64,8611.22,13553,4966,0
2019-11-14 12:00:00,8611.65,8669.51,8573.46,8618.03,13490,4928,0
2019-11-14 16:00:00,8618.05,8645.83,8596.3,8624.93,13345,5001,0
2019-11-14 20:00:00,8624.44,8657.83,8620.41,8621.65,13387,4999,0
2019-11-15 00:00:00,8621.97,8634.08,8484.69,8537.96,13666,4457,0
2019-11-15 04:00:00,8538.06,8586.44,8517.88,8545.28,13336,4907,0
2019-11-15 08:00:00,8545.26,8771.0,8543.72,8609.52,13858,4960,0
2019-11-15 12:00:00,8609.25,8677.62,8356.32,8456.32,13892,4941,0
2019-11-15 16:00:00,8452.42,8474.64,8407.63,8463.03,13661,4963,0
2019-11-15 20:00:00,8462.96,8510.84,8430.99,8455.7,13404,4933,0
2019-11-16 00:00:00,8455.76,8472.99,8418.55,8441.04,13643,4908,0
2019-11-16 04:00:00,8440.95,8494.22,8435.33,8462.84,13374,4936,0
2019-11-16 08:00:00,8463.3,8524.26,8441.13,8464.38,13499,4909,0
2019-11-16 12:00:00,8464.37,8515.74,8445.54,8478.59,13393,4875,0
2019-11-16 16:00:00,8478.63,8492.18,8456.09,8460.2,12912,4891,0
2019-11-16 20:00:00,8459.99,8483.51,8444.4,8479.08,13139,4864,0
2019-11-17 00:00:00,8479.14,8506.28,8461.6,8471.84,13312,4887,0
2019-11-17 04:00:00,8471.79,8480.48,8392.81,8419.7,13246,4893,0
2019-11-17 08:00:00,8420.62,8582.09,8373.66,8519.94,13727,4930,0
2019-11-17 12:00:00,8519.81,8572.0,8503.32,8525.2,13526,4921,0
2019-11-17 16:00:00,8525.25,8555.45,8521.83,8550.03,13332,4967,0
2019-11-17 20:00:00,8550.13,8632.21,8484.1,8499.85,13565,4928,0
2019-11-18 00:00:00,8500.39,8501.2,8404.39,8472.79,13503,4864,0
2019-11-18 04:00:00,8472.79,8484.67,8408.75,8440.61,13387,4816,0
2019-11-18 08:00:00,8440.74,8488.89,8399.38,8421.58,13296,4856,0
2019-11-18 12:00:00,8421.26,8445.58,8328.64,8399.76,13312,4784,0
2019-11-18 16:00:00,8400.09,8418.7,8039.24,8204.62,13922,4788,0
2019-11-18 20:00:00,8204.76,8226.61,8156.4,8175.34,13544,4721,0
2019-11-19 00:00:00,8175.38,8200.31,8129.76,8141.95,13414,4065,0
2019-11-19 04:00:00,8142.24,8169.67,8060.96,8115.76,13628,3062,0
2019-11-19 08:00:00,8115.81,8153.73,7986.7,8063.24,13732,2247,0
2019-11-19 12:00:00,8063.93,8108.09,8003.09,8094.19,13838,2803,0
2019-11-19 16:00:00,8094.14,8147.35,8041.7,8098.13,13692,4794,0
2019-11-19 20:00:00,8098.18,8143.09,8063.89,8124.51,13516,4728,0
2019-11-20 00:00:00,8124.53,8151.04,8091.16,8118.2,13297,4734,0
2019-11-20 04:00:00,8118.89,8137.38,8072.49,8115.33,13204,4728,0
2019-11-20 08:00:00,8115.37,8122.83,8032.56,8079.92,13562,4692,0
2019-11-20 12:00:00,8080.25,8146.81,8057.38,8113.89,13639,4714,0
2019-11-20 16:00:00,8113.94,8220.79,8060.49,8080.26,13630,4697,0
2019-11-20 20:00:00,8080.12,8112.45,8055.78,8086.79,13431,4627,0
2019-11-21 00:00:00,8086.82,8115.63,8060.78,8103.6,13511,4719,0
2019-11-21 04:00:00,8103.8,8107.09,8056.13,8070.87,13392,4658,0
2019-11-21 08:00:00,8070.97,8073.45,7841.31,7851.43,13955,1682,0
2019-11-21 12:00:00,7852.54,7897.15,7418.33,7616.3,14364,2497,0
2019-11-21 16:00:00,7615.01,7644.0,7538.92,7618.61,13840,3900,0
2019-11-21 20:00:00,7618.68,7653.26,7563.46,7616.3,13740,4429,0
2019-11-22 00:00:00,7614.85,7683.75,7580.84,7593.25,13630,4468,0
2019-11-22 04:00:00,7593.24,7623.44,7400.4,7559.19,13893,4150,0
2019-11-22 08:00:00,7558.2,7713.48,6933.02,7098.33,15486,2739,0
2019-11-22 12:00:00,7098.94,7158.85,6798.88,7122.6,15084,3406,0
2019-11-22 16:00:00,7122.18,7351.49,7103.28,7310.38,14304,3232,0
2019-11-22 20:00:00,7310.12,7384.94,7208.79,7283.94,14192,2442,0
2019-11-23 00:00:00,7284.02,7308.48,7155.0,7286.71,14012,2606,0
2019-11-23 04:00:00,7286.85,7313.15,7175.91,7194.31,13925,2278,0
2019-11-23 08:00:00,7194.35,7227.62,7104.95,7183.45,14026,2321,0
2019-11-23 12:00:00,7183.42,7343.0,7153.65,7306.04,13972,2867,0
2019-11-23 16:00:00,7305.7,7355.04,7245.49,7292.59,14035,1172,0
2019-11-23 20:00:00,7291.64,7337.96,7248.29,7323.39,13771,1293,0
2019-11-24 00:00:00,7323.31,7343.75,7198.8,7220.23,13812,2507,0
2019-11-24 04:00:00,7220.24,7232.65,7163.77,7185.11,13696,4024,0
2019-11-24 08:00:00,7185.45,7284.59,7112.39,7212.02,14035,4065,0
2019-11-24 12:00:00,7212.39,7213.68,6975.77,6991.97,14184,4080,0
2019-11-24 16:00:00,6992.45,7124.64,6924.89,7039.98,14296,4179,0
2019-11-24 20:00:00,7039.64,7102.19,6854.97,6909.45,14305,4197,0
2019-11-25 00:00:00,6910.24,6942.48,6631.0,6686.1,14582,3376,0
2019-11-25 04:00:00,6681.3,6741.15,6543.17,6684.7,14264,2821,0
2019-11-25 08:00:00,6685.14,6965.23,6650.94,6881.18,14287,1932,0
2019-11-25 12:00:00,6881.17,7290.87,6866.83,7262.3,14964,1172,0
2019-11-25 16:00:00,7262.52,7372.26,7172.64,7212.1,14104,1073,0
2019-11-25 20:00:00,7213.16,7258.29,7112.77,7130.06,13970,1006,0
2019-11-26 00:00:00,7129.94,7247.91,7088.58,7247.91,14144,1017,0
2019-11-26 04:00:00,7246.12,7335.01,7130.53,7173.9,14297,1110,0
2019-11-26 08:00:00,7174.11,7268.9,7022.66,7169.95,14376,1705,0
2019-11-26 12:00:00,7169.02,7222.97,7023.81,7097.03,14220,1713,0
2019-11-26 16:00:00,7098.57,7148.84,7039.6,7078.22,13919,1754,0
2019-11-26 20:00:00,7078.89,7181.52,7069.1,7158.61,13919,2011,0
2019-11-27 00:00:00,7158.1,7187.86,7052.36,7080.05,13887,2109,0
2019-11-27 04:00:00,7080.23,7127.09,7043.19,7070.23,13809,2014,0
2019-11-27 08:00:00,7070.58,7168.46,6849.81,7153.46,14552,1655,0
2019-11-27 12:00:00,7154.53,7356.98,7126.2,7313.71,14316,1502,0
2019-11-27 16:00:00,7313.5,7653.96,7224.34,7575.54,14646,2088,0
2019-11-27 20:00:00,7576.47,7663.26,7482.63,7520.36,13926,679,0
2019-11-28 00:00:00,7520.19,7578.24,7483.33,7501.31,13834,628,0
2019-11-28 04:00:00,7501.13,7549.48,7422.02,7503.73,13803,646,0
2019-11-28 08:00:00,7503.87,7546.82,7450.82,7479.78,13365,632,0
2019-11-28 12:00:00,7479.99,7644.55,7423.09,7617.09,13686,714,0
2019-11-28 16:00:00,7618.03,7659.66,7540.62,7629.34,14008,650,0
2019-11-28 20:00:00,7629.55,7642.21,7383.07,7435.24,13955,588,0
2019-11-29 00:00:00,7435.35,7524.55,7418.32,7494.55,13774,601,0
2019-11-29 04:00:00,7493.67,7544.2,7451.22,7525.73,13685,593,0
