time,open,high,low,close,volume,spread,real_volume
2018-10-29,6424.25,6440.65,6236.07,6280.71,73933,896,0
2018-10-30,6280.58,6316.77,6245.29,6270.12,74746,773,0
2018-10-31,6270.47,6354.53,6196.44,6309.74,71269,894,0
2018-11-01,6309.74,6366.79,6296.12,6346.76,65573,796,0
2018-11-02,6346.74,6392.16,6329.73,6359.0,70290,656,0
2018-11-03,6358.99,6366.44,6309.86,6332.83,68227,673,0
2018-11-04,6332.91,6467.52,6316.18,6427.65,69715,657,0
2018-11-05,6427.77,6442.05,6370.01,6408.11,69943,720,0
2018-11-06,6408.13,6461.6,6387.49,6455.88,69905,634,0
2018-11-07,6456.33,6548.21,6449.15,6511.61,72086,574,0
2018-11-08,6511.57,6522.31,6397.43,6413.8,74299,405,0
2018-11-09,6413.92,6435.07,6315.66,6346.68,72457,657,0
2018-11-10,6346.7,6393.99,6344.62,6361.35,67723,540,0
2018-11-11,6361.23,6388.1,6284.84,6374.18,69789,558,0
2018-11-12,6375.37,6411.13,6336.71,6366.86,72454,490,0
2018-11-13,6366.86,6386.98,6296.66,6335.66,73043,512,0
2018-11-14,6335.62,6371.71,5467.01,5743.85,77219,384,0
2018-11-15,5741.52,5769.13,5295.28,5644.06,81125,427,0
2018-11-16,5644.52,5676.59,5460.65,5565.23,76804,792,0
2018-11-17,5565.47,5581.57,5489.74,5544.47,74100,866,0
2018-11-18,5543.8,5668.07,5542.65,5590.06,72516,849,0
2018-11-19,5589.63,5591.09,4753.5,4811.15,82252,415,0
2018-11-20,4811.43,4954.69,4171.65,4438.34,85592,175,0
2018-11-21,4436.77,4685.72,4312.7,4584.56,83718,216,0
2018-11-22,4585.07,4633.21,4271.13,4303.1,79922,146,0
2018-11-23,4303.54,4402.59,4132.51,4336.32,81931,373,0
2018-11-24,4336.37,4430.73,3713.76,3841.14,81678,82,0
2018-11-25,3841.2,4145.2,3544.89,3999.87,84957,630,0
2018-11-26,3997.01,4111.2,3595.44,3778.77,83823,142,0
2018-11-27,3779.06,3865.4,3603.47,3809.68,81921,115,0
2018-11-28,3809.81,4381.92,3809.81,4244.52,81152,193,0
2018-11-29,4245.15,4420.41,4109.13,4264.85,80678,200,0
2018-11-30,4265.12,4306.87,3889.65,3983.94,80992,337,0
2018-12-01,3984.14,4281.99,3915.82,4176.02,78898,1733,0
2018-12-02,4176.08,4298.26,4054.63,4117.09,79907,773,0
2018-12-03,4117.99,4134.74,3767.93,3849.05,79532,947,0
2018-12-04,3849.38,4066.26,3742.84,3924.72,80385,258,0
2018-12-05,3925.75,3946.03,3690.61,3715.78,79841,98,0
2018-12-06,3715.12,3869.06,3430.95,3464.23,82311,164,0
2018-12-07,3464.55,3550.62,3231.11,3401.12,81645,68,0
2018-12-08,3401.28,3566.02,3266.08,3434.25,75407,156,0
2018-12-09,3434.16,3687.63,3397.27,3575.17,81375,407,0
2018-12-10,3574.99,3635.34,3400.95,3454.98,80886,445,0
2018-12-11,3455.09,3477.6,3323.66,3380.27,80138,1186,0
2018-12-12,3380.02,3533.75,3357.68,3471.09,80282,370,0
2018-12-13,3471.25,3481.08,3259.36,3303.11,80129,198,0
2018-12-14,3303.14,3327.81,3172.25,3228.55,80330,73,0
2018-12-15,3228.58,3264.66,3156.5,3222.71,79494,437,0
2018-12-16,3222.62,3306.12,3216.32,3237.46,77341,367,0
2018-12-17,3236.48,3643.92,3221.85,3551.04,80624,323,0
2018-12-18,3550.99,3728.59,3477.15,3715.15,81049,453,0
2018-12-19,3715.33,3970.83,3687.1,3734.09,81483,97,0
2018-12-20,3733.75,4220.47,3709.34,4132.22,83048,96,0
2018-12-21,4131.46,4214.39,3824.25,3895.18,83150,176,0
2018-12-22,3895.83,4062.16,3838.96,4045.12,81547,81,0
2018-12-23,4044.76,4115.73,3954.84,3997.52,81779,465,0
2018-12-24,3998.24,4296.39,3992.85,4068.38,82203,487,0
2018-12-25,4070.8,4084.6,3730.14,3830.28,82221,501,0
2018-12-26,3830.32,3908.28,3735.49,3851.06,80345,431,0
2018-12-27,3850.73,3888.24,3612.78,3643.01,81256,222,0
2018-12-28,3642.91,4005.77,3625.79,3947.83,81169,69,0
2018-12-29,3946.81,4004.44,3760.83,3795.11,80070,475,0
2018-12-30,3795.65,3919.31,3751.94,3891.54,79986,388,0
2018-12-31,3892.52,3899.95,3681.4,3750.8,78551,367,0
2019-01-01,3750.39,3892.64,3704.29,3880.45,79407,380,0
2019-01-02,3880.48,3985.81,3831.83,3954.33,79899,466,0
2019-01-03,3953.89,3960.06,3810.43,3844.19,78376,419,0
2019-01-04,3843.64,3905.0,3780.73,3873.03,79004,381,0
2019-01-05,3873.26,3923.83,3825.88,3844.22,77636,465,0
2019-01-06,3844.11,4137.72,3801.47,4090.38,77899,429,0
2019-01-07,4091.5,4120.22,3984.46,4045.1,77859,544,0
2019-01-08,4045.11,4142.37,3977.24,4032.38,78125,538,0
2019-01-09,4032.79,4090.12,3976.23,4029.81,78303,473,0
2019-01-10,4029.91,4070.5,3612.26,3657.44,79097,120,0
2019-01-11,3657.51,3713.53,3586.29,3660.13,79754,162,0
2019-01-12,3659.36,3678.16,3598.51,3648.94,80445,369,0
2019-01-13,3649.11,3671.74,3510.85,3541.45,80511,364,0
2019-01-14,3541.79,3740.3,3531.01,3695.19,81024,341,0
2019-01-15,3695.29,3719.14,3564.71,3602.01,81798,320,0
2019-01-16,3599.26,3695.3,3591.74,3627.0,81231,344,0
2019-01-17,3626.18,3679.27,3559.37,3667.6,81429,390,0
2019-01-18,3668.14,3671.01,3601.27,3629.12,78160,407,0
2019-01-19,3629.19,3794.5,3626.19,3708.42,72381,134,0
2019-01-20,3707.11,3737.44,3496.62,3546.3,78307,398,0
2019-01-21,3546.65,3574.86,3495.05,3543.16,79393,350,0
2019-01-22,3543.12,3629.82,3429.56,3593.85,80175,301,0
2019-01-23,3593.73,3630.5,3544.26,3574.45,77746,295,0
2019-01-24,3574.7,3619.64,3542.65,3600.45,79013,352,0
2019-01-25,3600.49,3609.25,3530.06,3581.53,77266,312,0
2019-01-26,3581.55,3657.43,3563.81,3580.62,74873,494,0
2019-01-27,3580.85,3590.07,3481.27,3553.91,77737,396,0
